gene_stable_id,gene_name
ENSG00000177602,GSG2
ENSG00000105011,ASF1B
ENSG00000143493,INTS7
ENSG00000198055,GRK6
ENSG00000183814,LIN9
ENSG00000184220,CMSS1
ENSG00000116120,FARSB
ENSG00000081320,STK17B
ENSG00000116161,CACYBP
ENSG00000103121,CMC2
ENSG00000155561,NUP205
ENSG00000075303,SLC25A40
ENSG00000276903,HIST1H2AL
ENSG00000108424,KPNB1
ENSG00000143033,MTF2
ENSG00000048162,NOP16
ENSG00000177733,HNRNPA0
ENSG00000129351,ILF3
ENSG00000184207,PGP
ENSG00000168476,REEP4
ENSG00000277775,HIST1H3F
ENSG00000113649,TCERG1
ENSG00000203760,CENPW
ENSG00000184825,HIST1H2AH
ENSG00000136811,ODF2
ENSG00000275713,HIST1H2BH
ENSG00000273983,HIST1H3G
ENSG00000130164,LDLR
ENSG00000109534,GAR1
ENSG00000109881,CCDC34
ENSG00000162694,EXTL2
ENSG00000148985,PGAP2
ENSG00000143337,TOR1AIP1
ENSG00000151012,SLC7A11
ENSG00000005189,AC004381.6
ENSG00000270647,TAF15
ENSG00000109911,ELP4
ENSG00000278588,HIST1H2BI
ENSG00000274641,HIST1H2BO
ENSG00000156639,ZFAND3
ENSG00000125107,CNOT1
ENSG00000106263,EIF3B
ENSG00000162636,FAM102B
ENSG00000278272,HIST1H3C
ENSG00000148950,IMMP1L
ENSG00000121897,LIAS
ENSG00000137193,PIM1
ENSG00000135119,RNFT2
ENSG00000278677,HIST1H2AM
ENSG00000081019,RSBN1
ENSG00000174720,LARP7
ENSG00000152457,DCLRE1C
ENSG00000198431,TXNRD1
ENSG00000116044,NFE2L2
ENSG00000117505,DR1
ENSG00000133961,NUMB
ENSG00000088986,DYNLL1
ENSG00000141380,SS18
ENSG00000163683,SMIM14
ENSG00000111859,NEDD9
ENSG00000112245,PTP4A1
ENSG00000092140,G2E3
ENSG00000083642,PDS5B
ENSG00000154839,SKA1
ENSG00000101596,SMCHD1
ENSG00000215784,FAM72D
ENSG00000177084,POLE
